store_id,store_code,store_name,channel,hc,region,province,mcp,isActive,createdAt,createdBy,updatedBy
52009021,8260,DMM_LDO_DDU - Quoc Lo 27 (D’ran),DMX,0,South,Lam Dong,N,TRUE,2025-08-24T17:30:20.702Z,csv-import,csv-import
52009110,8263,DMM_HGI_PHI - Kinh Cung,DMX,0,Mekong,Hau Giang,N,TRUE,2025-08-24T17:30:20.702Z,csv-import,csv-import
52008956,8283,DMM_TNG_TNG - Chua Hang,DMX,0,North,Thai Nguyen,N,TRUE,2025-08-24T17:30:20.702Z,csv-import,csv-import
70232853,8302,DMS3_LDO_DLI - Tan Lam,DMX,0,South,Lam Dong,N,TRUE,2025-08-24T17:30:20.702Z,csv-import,csv-import
52009163,8371,DMM_TVI_TVI - Long Duc,DMX,0,Mekong,Tra Vinh,N,TRUE,2025-08-24T17:30:20.702Z,csv-import,csv-import
52009178,8548,DMM_BPH_DXO - 688 Quoc Lo 14,DMX,0,South,Binh Phuoc,N,TRUE,2025-08-24T17:30:20.702Z,csv-import,csv-import
70235588,8549,DMS_LDO_DLI - Hoa Ninh,DMX,0,South,Lam Dong,N,TRUE,2025-08-24T17:30:20.702Z,csv-import,csv-import
52009152,8578,DMM_KTU_KTU - 29 Vo Nguyen Giap,DMX,0,Central,Kon Tum,N,TRUE,2025-08-24T17:30:20.702Z,csv-import,csv-import
70243349,8585,DMS3_DLA_CMG - Ea Kiet,DMX,0,Central,Dak Lak,N,TRUE,2025-08-24T17:30:20.702Z,csv-import,csv-import
70259419,8677,DMS_DON_VCU - Phu Ly,DMX,0,South,Dong Nai,N,TRUE,2025-08-24T17:30:20.702Z,csv-import,csv-import
52009169,8692,DMM_HCM_CCH - Lieu Binh Huong,DMX,0,South,Ho Chi Minh,N,TRUE,2025-08-24T17:30:20.702Z,csv-import,csv-import
70252051,8709,DMS3_LDO_CTI - Phuoc Cat,DMX,0,South,Lam Dong,N,TRUE,2025-08-24T17:30:20.702Z,csv-import,csv-import
70233749,8767,DMS3_KGI_UMT - Minh Thuan,DMX,0,Mekong,Kien Giang,N,TRUE,2025-08-24T17:30:20.702Z,csv-import,csv-import
